"","id","code","lastpage","random","Vig1","Vig2","Vig3","ursache","affekt_1","affekt_2","affekt_3","affekt_4","affekt_5","affekt_6","affekt_7","affekt_8","affekt_10","affekt_11","affekt_13","affekt_12","affekt_14","affekt_15","affekt_16","text","int_1","sta_1","glo_1","kon_1","sozunt_ins5","sozunt_ins1","sozunt_ins4","sozunt_emo5","sozunt_inf3","sozunt_emo1","sozunt_inf1","sozunt_emo2","sozunt_inf2","sozunt_emo3","sozunt_ins3","sozunt_emo4","sozunt_inf4","sozunt_inf5","sozunt_ins2","sozuntoffen_1","sozuntoffen_2","sozuntoffen_3","check_1","seffsab_1","seffsab_2","seffsab_20","seffsab_14","seffsab_6","seffsab_28","seffsab_48","seffsab_39","seffsab_46","seffsab_47","seffsab_4","seffsab_29","seffsab_44","seffsab_27","seffsab_42","seffsab_9","sex","age"
"118",495,"ER15REA",30,1,NA,NA,NA,"kurze Aufmerksamkeitsspanne der Lerngruppe",1,3,4,1,1,1,1,2,1,1,1,1,1,4,2,NA,4,4,1,6,NA,1,1,6,5,6,6,6,5,6,6,6,6,4,4,"","","",NA,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,2,47
"119",496,"GI29NOV",7,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",497,"HI09WAW",30,2,NA,NA,NA,"Sofern diese Frage ohne Kenntnis des Kontextes beantwortbar ist: Wenn der Arbeitsauftrag als bloß abzuarbeitender vorgegeben wird, fehlt die inhaltliche Motivation zur Bearbeitung.",1,3,3,1,1,1,1,2,1,1,1,1,1,3,1,NA,6,7,1,6,4,2,4,5,5,1,6,4,5,5,1,6,6,5,4,"den Gedankengang des Unterrichtsgesprächs aus der Perspektive des Kurses rekonstruieren.","die Referendarin/den Referendar anregen, alternative Handlunsgmöglichkeiten zu entwerfen.","die Referendarin/den Referendar den Gedankengang des Unterrichtsgesprächs aus eigener Perspektive und aus der Perspektive der Lernenden rekonstruieren lassen.",2,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,2,65
"121",499,"TH09BES",30,2,NA,NA,NA,"Arbeitsauftrag ist zu komplex / unklar/ nicht motivierend / nicht sinnvoll in ein Thema eingebunden / ...",1,1,3,1,1,1,1,2,1,1,1,1,1,4,1,NA,6,7,3,6,1,3,1,6,6,2,1,4,4,5,1,5,6,5,2,"","","",3,4,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,1,57
"122",500,"GE22KAH",30,3,NA,NA,NA,"Mangelnde Motivation",1,3,4,2,1,3,1,3,3,1,2,1,2,5,3,NA,4,4,4,6,1,1,4,5,5,2,5,6,5,5,5,6,6,6,5,"","","",4,4,4,3,3,4,4,2,3,4,4,4,3,4,4,3,4,2,40
"123",501,"AN06DIH",30,2,NA,NA,NA,"Sinnhaftigkeit der Aufgabe unklar",2,4,4,1,1,1,1,2,1,1,1,1,1,1,2,NA,4,5,5,6,2,3,6,6,5,3,6,6,3,6,4,5,6,6,4,"konkret fragen, was die/der LAA braucht","","",5,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,1,37
"124",503,"IN01ERC",13,2,NA,NA,NA,"Unklare Kommunikation bzw. Auftrag",4,4,5,4,3,NA,2,3,3,1,2,2,2,4,3,NA,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",505,"RU06GUW",30,2,NA,NA,NA,"Störung der Beziehungsebene L-SuS",1,1,4,1,1,3,1,1,2,1,2,1,1,4,2,NA,2,4,5,7,1,1,2,6,5,6,6,6,5,6,2,6,6,3,3,"","","",3,4,4,4,3,4,3,4,3,4,2,4,4,4,4,4,4,1,65
"126",506,"MA14KAT",30,1,NA,NA,NA,"Akzeptanz der Lehrkraft",3,3,4,1,1,1,1,2,2,1,2,1,1,4,2,NA,3,5,5,5,1,1,4,5,5,3,1,5,4,6,4,6,5,5,4,"Ursachen ergründen","nicht personifizieren","",4,4,4,3,3,3,4,3,3,3,4,4,4,4,4,3,4,2,54
"127",507,"EL08JÜH",30,1,NA,NA,NA,"fehlende Ritualisierung, Arbeitskultur",4,3,3,3,1,1,1,1,1,1,1,1,1,4,2,NA,4,4,5,4,1,3,1,5,5,2,5,5,5,5,5,5,5,6,2,"","","",3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,3,2,2,45
"128",508,"RI07JUH",30,3,NA,NA,NA,"individuelle Aufsässigkeit eines Schülers der in seiner Situation als 9.-Klässler Autoritäten in Frage stellt und das vielleicht sogar absichtlich im UB macht",1,4,4,1,3,1,1,1,1,1,2,1,1,3,1,NA,2,2,1,3,1,1,4,6,3,3,3,5,5,5,1,5,5,6,5,"die Psychologie des Jugendalters besprechen","der besuchten Person erläutern dass ein beobachtete Phänomen viele Gründe haben kann und dass eine Eizelbeobachtung keine Prägung eines Bildes dieser Person ist und wir nicht wegen, aber trotz dieser Störung auch über Unterrichtsstörungen sprechen können und erkläre Möglichkeiten auf die gegebene Störung einzugehen, ohne dass dabei das Gefühl entsteht, dass eine Fehlreaktion oder eine Überforderung vorlag","die Lehramtsanwärterin oder den Lehramtsanwärter als erstes fragen ob Unterrrichtsstörungen Probleme sind, die er über diese heute beobachtete Situation hinaus in seiner Selbsteinschätzung als Problem ansieht und es für relevant hält daran zu arbeiten; dabei würde ich deutlich machen, dass ich nur einen Ausschnitt aus Unterricht sehe, er aber selber ja uns beiden sagen kann, ob es ein Punkt für die Selbstprofessionalisierung wäre",4,4,4,4,3,3,4,1,3,4,4,4,4,4,4,4,4,2,54
"129",509,"DA20WOW",9,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",511,"XX13XXW",30,1,NA,NA,NA,"Das ist für mich auf Grund der dargestellten Szene nicht einschätzbar.. Im Gespräch mit Lehrkraft und Mentorin können mögliche Ursachen bedacht werden",1,1,4,1,1,1,1,1,3,1,1,1,1,3,1,NA,4,4,4,4,1,4,5,5,5,4,6,6,5,5,5,6,6,4,5,"","","",3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,1,57
"131",512,"CH26JÜW",4,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",513,"UT27JÜA",30,2,NA,NA,NA,"Die SuS fühlen sich von Thema und Inhalt der Aufgabe nicht ausreichend ""angesprochen"" (Bezug Lebenswirklichkeit)",2,4,2,1,1,1,2,2,1,1,1,1,1,5,2,NA,5,7,4,7,1,2,1,5,5,2,1,3,5,6,3,6,6,6,5,"die individuellen Hintergründe sowie Lernvoraussetzungen der SuS erfragen.","die Beweggründe, warum dieser Lernschwerpunkt ausgewählt wurde.","alternative Handlungskonsequenzen erfragen bzw. gemeinsam erarbeiten.",4,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,4,1,52
"133",514,"RO20GEW",30,1,NA,NA,NA,"S-L Beziehung",1,4,4,1,1,1,1,4,1,1,1,1,2,4,4,NA,4,6,1,5,1,1,5,5,5,5,5,6,4,5,5,6,NA,5,4,"","","",4,3,3,4,3,4,4,3,3,3,3,3,4,4,4,4,4,1,54
"134",510,"MO21WOH",30,1,NA,NA,NA,"Die SuS sind an anderen Dingen interessiert bzw. damit beschäftigt, der Lehrkraft ist es nicht gelungen, das Interesse und die Arbeitsbereitschaft der Mehrheit der Klasse zu wecken. ",1,2,NA,NA,2,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,5,5,4,7,3,5,5,6,6,6,6,6,6,6,4,5,6,6,4,"MIT dem LAA konkrete Ideen und Planungsschritte für die nächsten Stunden entwickeln","Dem LAA zum kollegialen Austausch mit anderen Lehrkräften der Klasse raten","Dem LAA empfehlen, in derselben Lerngruppen in anderen Fächern und bei anderen Lehrkräften zu hospitieren",3,4,3,3,2,3,3,4,4,4,3,3,2,3,3,3,3,1,57
"135",519,"KI23ALK",30,2,NA,NA,NA,"Die SuS haben den Arbeitsauftrag und den Sinn des Arbeitsauftrags nicht erfasst.",1,4,4,1,2,1,1,4,1,1,3,1,4,1,4,NA,6,6,5,7,3,2,2,4,6,6,5,5,6,5,3,5,6,5,5,"","","",2,4,3,4,4,4,3,2,3,4,4,3,2,4,3,3,4,1,55
"136",520,"KA21MAN",30,1,NA,NA,NA,"",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,6,6,NA,6,NA,6,6,6,NA,"","","",NA,4,4,4,4,4,4,4,4,4,4,4,NA,4,4,4,4,2,NA
"137",521,"UR12ADO",30,2,NA,NA,NA,"Die Bedeutsamkeit der Lernaufgabe ist für die Lernenden nicht einsichtig und transparent.",3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,5,4,1,7,1,1,3,6,6,3,6,5,4,6,1,6,6,5,5,"über Möglichkeiten und Effekte der kognitiven Aktivierung sprechen","über die Bedeutung und Effekte kooperativen Lernens ins Gespräch kommen","ggf. über Prävention von Störungen sprechen",3,4,3,4,NA,4,4,4,3,4,4,4,4,4,4,3,4,1,54
"138",522,"UR29HEB",30,1,NA,NA,NA,"Die Lehrkraft verfügt noch nicht über die notwendigen Erfahrungen, Ressourcen und Routinen, um hier situativ und wirksam handeln zu können.",4,2,4,1,1,1,1,2,1,1,1,1,1,5,1,NA,5,6,1,7,1,1,5,6,2,2,2,6,4,4,1,6,5,3,6,"die lehrkraft beschreiben lassen, wie sie die Situation wahrgenommen hat und welche Gedanken ihr durch den Kopf gegangen sind.","erfragen, ob dies eine wiederkehrende Situation ist oder hier erstmalig aufgetreten ist.","vereinbaren, bei Hospitationen zu beobachten, wie Kolleg:innen erfolgreich mit vergleichbaren Situationen umgehen.",3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,1,63
"139",524,"MI07ENL",30,3,NA,NA,NA,"Regeln und Rituale sind nicht klar, bei vermutlich gleichzeitigem inkonsequenten Umgang mit Interventionen durch LAA",3,2,5,1,1,1,1,2,4,1,1,3,1,5,1,NA,6,6,6,7,1,1,6,6,6,4,6,6,6,6,5,6,6,6,6,"Die Gründe genauestens erörtern, woran man erkennt, dass die Störung stattgefunden hat.","Alternative Verhaltensweisen und Handlungsoptionen erarbeiten unter Berücksichtigung der Erkenntnisse in 1.","Ganz klar vermitteln, dass man Unterrichtsstörungen durch relativ einfache pädagogische Maßnahmen schnell in den Griff bekommt (Regeln einführen und konsequent durchsetzen, nicht über SuS hinwegsprechen, Classroom Management optimieren, …) und Zuversicht geben.",6,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,2,43
"140",557,"RO09JOH",30,3,NA,NA,NA,"unzureichende Führung der Lerngruppe",5,2,4,1,1,1,1,2,4,1,2,1,1,5,2,NA,5,6,1,7,1,1,3,6,6,2,1,6,6,6,1,6,6,6,2,"zur Selbstreflexion anregen.","zu Alternativen anregen.","zum Ausprobieren von Alternativen ermutigen.",3,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,2,58
"141",527,"GE31JÜR",30,3,NA,NA,NA,"Classroommanagement",1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,NA,4,7,1,7,4,4,2,5,4,4,1,6,5,6,5,6,6,6,2,"","","",4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,2,49
"142",528,"UL03HAH",30,1,NA,NA,NA,"LAA ist überfordert mit der Situation/Lerngruppt; oft ein Spiegel des Alltagsunterrichts; Es fehlt an Strategien: Classroommanagement , Konfliktmanagement etc.",5,5,5,1,1,1,2,5,4,1,1,1,1,5,2,NA,5,7,5,6,1,1,6,6,6,3,6,5,6,6,1,5,6,6,5,"Rudi Rhode empfehlen ""Wennn Nervensägen an unseren Nerven sägen"" und dazu Rollenspiele machen","Präventive Strategien erarbeiten","Hospitationen anraten und schulkonzeptionell arbeiten, wenn es eine Brennpunktschule ist",4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,1,61
"143",529,"HE12REZ",30,3,NA,NA,NA,"Haltung des Kindes",2,1,5,1,2,3,1,1,3,1,3,1,1,5,1,NA,4,7,7,5,1,1,5,5,5,2,3,6,3,4,1,5,6,6,2,"fragen, was sie/ er über die Situation denkt odr weiß","fragen, ob es schon Interventionen gab, welche?","sagen, wie das Verhalten des Kindes und der/ des LAA auf mich gewirkt hat",3,4,3,4,2,3,2,4,3,3,2,2,4,4,3,3,4,1,54
"144",530,"GI13HEO",30,2,NA,NA,NA,"gestörtes Verhältnis LAA-Klasse",NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,3,5,5,7,1,1,3,NA,4,4,5,4,2,4,1,2,6,6,3,"versuchen zu eruieren, ob es Konflikte vorab zwischen Lerngruppe und LAA gab","","",3,3,3,4,3,4,4,1,3,3,4,4,2,3,4,3,3,1,53
"145",531,"HE05HAB",30,3,NA,NA,NA,"Der Schüler fordert Aufmerksamkeit bei seinen Mitschülern ein. Der Unterricht ist ihm in diesem Moment egal. Er hat noch keine Wege  oder Strategien gefunden, Reize, die ihn ablenken, bzw. nicht zum Unterricht zurückkehren zu lassen zu unterdrücken (Inhibition).",4,1,5,1,2,3,1,1,4,2,3,1,1,5,2,NA,4,7,5,6,4,1,6,5,4,2,4,6,3,5,1,5,6,6,5,"darauf hinweisen, das störungsfreier Unterricht eine Fiktion ist.","den Umgang mit Unterrichtsstörungen in präventive und situative Interventionen aufteilen. Das Wegsetzen war eine nötige Intervention (positive Rückmeldung), um die  anderen SuS zu schützen.  (Die Störung wurde nicht einfach weggelächelt.) Die Weigerung  stellt weitere Anforderungen an die Lehrkraft. Hier könnte eine Auswahlmöglichkeit helfen (entweder du, oder du.... du hast die Wahl.)","unterscheiden, ob es typische oder einmalige Unterrichtssituationen sind und ein Coaching zu diesem Phänomen anbieten.",4,4,3,3,3,3,4,3,3,3,2,3,3,3,3,3,4,2,62
"146",533,"HE10HES",8,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",534,"AN03FRL",30,1,NA,NA,NA,"Lehrkraft-Lernenden-Beziehung",2,4,4,1,2,3,1,3,3,1,1,1,2,4,2,NA,5,6,4,6,2,4,4,5,4,3,5,6,4,6,2,6,5,5,4,"","","",3,3,2,3,3,4,3,2,3,3,3,4,3,4,3,3,4,2,42
"148",535,"VE27HUH",30,1,NA,NA,NA,"Der Unterricht ist nicht an die Situation angepasst.",1,3,3,1,2,1,2,3,3,1,2,1,2,2,2,NA,5,7,1,6,6,1,2,5,6,6,6,6,6,5,2,6,6,6,5,"die Situation analysieren lassen (mittels ALACT-Modell).","versuchen den/die LAA zu einem Perspektivwechsel anzuregen.","die/den LAA konkret planen lassen.",3,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,4,1,48
"149",536,"RE25KAE",30,1,NA,NA,NA,"mangelndes Standing/ Präsenz",1,3,NA,1,2,1,1,2,3,1,1,1,1,5,1,NA,4,5,5,7,1,4,6,6,6,4,4,6,5,6,5,6,6,6,5,"Co-Planning anbieten","Patenschaften initiieren","Hospitationen ermöglichen",5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,55
"150",537,"DA08HAO",30,2,NA,NA,NA,"Beziehung zwischen LAA und SuS scheint nicht stimmig ",4,1,4,1,1,1,1,1,1,1,1,1,1,4,1,NA,6,6,4,6,2,5,6,6,6,3,6,6,5,6,6,NA,6,6,6,"die LAA/den LAA nach ihrem/seinem Befinden fragen ","Fragen, was sie/er benötigt ","",5,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,1,33
"151",538,"BR12WEH",30,2,NA,NA,NA,"Schüler Lehrer Beziehung ",2,2,5,2,1,3,1,1,3,1,1,1,1,3,1,NA,4,4,4,7,1,5,1,6,6,6,6,6,6,6,4,6,6,6,6,"","","",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,55
"152",539,"AN26JOL",30,3,NA,NA,NA,"ungünstiges Classroom-Management",4,4,5,1,2,4,3,2,4,1,2,1,1,5,1,NA,5,7,6,7,3,3,4,5,5,5,2,5,3,6,5,6,6,5,6,"nach Erlaubnis des/der LAA diese Situation mit in das Seminar tragen lassen.","","",5,4,3,4,2,4,3,3,4,4,4,4,4,4,4,3,4,2,48
"153",540,"BE01HUS",30,1,NA,NA,NA,"Mangelndes Classroom-Management",1,1,5,1,1,1,1,1,3,1,1,1,1,5,1,NA,4,5,5,7,1,3,1,6,6,1,1,6,3,5,1,6,6,6,5,"die Situation reframen. ","Fragen stellen, die das Verhalten aller Beteiligten in den Blick nimmt. ","Bedarfe der Sus analysieren lassen, die helfen, die Aufmerksamkeit zu fokussieren",4,3,3,4,3,4,4,3,4,2,4,4,3,3,4,4,3,2,41
"154",541,"EL18HAG",9,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",542,"HA13GEW",30,1,NA,NA,NA,"Respektlosigkeit",4,4,3,1,4,3,1,4,1,1,3,1,4,4,2,NA,5,5,3,5,2,4,5,4,5,6,1,5,5,5,4,5,6,6,6,"","","",4,3,3,3,3,3,4,2,3,3,3,3,2,3,3,3,4,1,59
"156",543,"UT05GED",30,2,NA,NA,NA,"Bei der ausführlichen Erläuterung ist es der LAA nicht gelungen die SuS bei Interesse zu halten. Die SuS sind daraufhin teilweise abgeschweift.",1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,NA,7,7,4,7,1,5,6,6,6,3,6,6,5,3,3,6,6,6,5,"von/mit der LAA Idee für die Ursache der Störung sammeln/lassen.","prozessorientiert alternative Handlungsweisen mit der LAA herausarbeiten.","",3,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,1,47
"157",545,"KR03PES",30,2,NA,NA,NA,"Intransparenz",2,2,5,2,1,2,1,3,4,1,1,1,1,5,1,NA,3,7,4,6,1,1,6,6,6,2,3,5,6,6,6,6,6,6,5,"","","",3,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,1,40
"158",547,"RE12JOL",30,2,NA,NA,NA,"Das Ziel/ die Bedeutsamkeit der Aufgabe für den eigenen Lernweg/ für die Erarbeitung des Themas/die eigene Persönlichkeitsentwicklung/den Alltag ist den SuS nicht klar.",4,2,5,1,1,1,1,1,5,1,1,1,1,5,1,NA,4,7,4,6,2,4,4,6,6,6,6,6,6,6,4,6,6,6,1,"eine Videografie des Unterrichts mit anschließender Selbstreflexion und darauf folgendem Beratungsgespräch vorschlagen","Hospitation bei einer anderen Lehrkraft vorschlagen, die die selbe Klasse unterrichtet, um die Lerngruppe, deren Verhalten und Lernbedürfnisse gezielt im Hinblick der Beratungsaspekte aus dem UB zu beobachten.gezielt","ggf. eine POB zum Beratungsaspekt der Persönlichkeit vorschlagen,- sofern ein solcher in der UBN herausgearbeitet  wurde",4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,1,54
"159",548,"BA27HEA",30,2,NA,NA,NA,"Die Aufgabe ist nicht sinnstiftend mit Bezug zur Bedeutsamkeit des Inhaltes angelegt.",1,1,5,1,1,1,1,1,1,1,1,1,1,5,1,NA,4,5,4,4,1,6,1,6,6,1,5,6,6,4,6,6,6,6,6,"grundsätzlich erklären, dass es keinen störungsfreien Unterricht gibt.","fragen, wann sich die LAA wohl und wann unwohl gefühlt hat.","fragen, welche Lösungen ihr selber einfallen.",4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,1,49
"160",549,"EL05VOE",30,2,NA,NA,NA,"Die Aufgabe überfordert die Schüler*innen möglicherweise, wodurch ein Mangel an Motivation entsteht und die Schüler*innen die Arbeit verweigern.",1,3,4,1,1,3,1,1,4,1,1,1,1,5,1,NA,6,7,2,7,4,3,1,6,6,1,6,6,6,6,6,6,6,6,1,"den/ die LAA ggf. mit meiner Hilfe bitten, selber Ursachen für die Situation zu finden.","danach gemeinsam mit der/dem LAA Lösungsmöglichkeiten überdenken, damit diese Situation nicht nochmal passiert.","",2,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,1,42
"161",550,"BÄ23KLW",30,2,NA,NA,NA,"Die LiV hat keine Verbindlichkeit hergestellt, indem sie deutlich gemacht hat, was mit den Ergebnissen passiert, z.B. dass jeder in der Lage sein muss zu präsentieren, dass diese eingesammelt werden, dass diese benotet werden etc. Die SuS haben daher das Gefühl, dass es egal ist, ob sie die Aufgabe bearbeiten oder nicht.",2,2,4,1,2,1,1,2,1,1,1,1,1,4,2,NA,6,4,4,7,1,4,4,4,6,1,6,4,6,6,1,6,6,6,6,"Strategien nennen, die ich in solchen Situationen anwende","mit der LiV den Situationsprototypen analysieren und dann den zugehörigen Aktionsprototypen entwickeln, so dass der/die LiV ein entsprechendes Handlungsmuster für diese Situation hat und mit dem Erkennen der Situation auch die Reaktionsmöglichkeiten sieht.","gemeinsam mit der LiV die handlungssteuernden subjektiven Theorien  analysieren, außer Kraft setzen, durch Alternativen ersetzen und dieses neue Handeln in Gang bringen, durch Planen, wie diese neuen Lösungen durch Simulieren, Trainieren und Anwenden automatisiert werden können.  ",1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,54
"162",552,"KA05EDB",12,3,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",553,"AN28SIS",30,3,NA,NA,NA,"individuelle Problemlage beim Schüler, die die LiVd sicherlich in der Unterichtsplanung benannt hat; mangelnde Handlungsalternativen zum jetzigen Ausbildungsstand",4,2,5,1,1,1,1,2,3,1,1,1,1,5,2,NA,4,6,5,6,2,2,4,6,4,4,4,4,3,5,3,4,6,6,3,"","","",4,4,4,4,3,3,3,2,3,3,3,3,3,4,3,4,4,2,39
"164",554,"MA04HEA",8,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",567,"UT17HAH",30,3,NA,NA,NA,"Überforderung des Schülers",4,3,5,1,1,3,1,3,1,1,2,1,1,1,1,NA,4,7,5,6,5,6,1,5,6,5,6,5,5,6,5,6,6,6,3,"im Seminar gemeinsam ""laut denken"". Andere LAAs kennen das Problem und haben auch Ideen. ","","",3,3,3,3,3,4,4,3,4,3,4,3,3,4,3,4,4,1,38
"166",559,"UL24HEL",12,3,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",561,"UT26GEW",30,3,NA,NA,NA,"Beziehung zwischen Mehrkraft und SuS noch nicht genug gefestigt",2,3,3,1,1,2,1,3,1,1,1,1,1,2,1,NA,5,4,3,7,1,5,4,5,5,6,6,6,6,6,5,6,6,6,5,"","","",3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,1,42
"168",564,"MA02HAR",30,3,NA,NA,NA,"Fehlende Schüleraktivität",1,3,5,1,1,1,1,2,3,1,1,3,1,5,3,NA,6,7,NA,7,1,1,4,6,6,3,NA,6,5,6,3,6,6,6,1,"","","",6,4,3,3,4,3,4,2,2,3,2,4,4,3,4,4,4,1,39
"169",566,"FI13JOA",30,2,NA,NA,NA,"Der Lerngegenstand wurde für die Lerngruppe nicht als herausfordernde und sinnstiftende Lernaufgabe aufbereitet.",1,NA,4,1,1,NA,1,2,NA,NA,1,NA,3,NA,2,NA,4,6,2,6,2,4,3,6,4,2,6,6,4,6,6,6,6,5,3,"Die nächste Stunde in dieser Lerngruppe gemeinsam mit der LAA planen (Co-Planning)","Mit der Lehramtsanwärterin auf Ursachenforschung gehen ","mich mit der LEhramtsanwärterin über Ihre Planungsgedanken austauschen. ",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,52
"170",568,"RI02HAP",30,3,NA,NA,NA,"Die Klasse hat vorher eine Klassenarbeit geschrieben oder schreibt in der nachfolgenden Stunde eine Arbeit.",1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,7,1,1,1,5,3,6,6,6,6,6,6,6,5,6,6,6,6,"aus meiner Praxis berichten.","die Realität in den Blick nehmen und so das vermeintliche Scheitern relativieren.","",NA,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,1,56
"171",570,"IN24VOF",30,1,NA,NA,NA,"Fehlende Ritualisierung, fehlende kognitive Aktivierung",2,2,5,1,1,1,1,1,1,1,1,1,2,2,2,NA,4,7,4,7,1,2,6,5,5,4,6,4,4,4,5,4,6,6,3,"","","",5,4,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,1,46
"172",571,"GU13CLA",30,3,NA,NA,NA,"Mangelnde Erziehung des Schülers durch das Elternhaus.",2,3,3,1,2,1,1,2,1,1,2,1,2,4,2,NA,4,7,3,4,1,1,1,5,6,6,6,6,6,6,5,6,6,6,6,"","","",3,4,4,4,2,4,3,3,3,4,3,3,3,3,4,3,4,2,45
"173",572,"CH10HEW",30,2,NA,NA,NA,"Externe Einflüsse auf die Lerngruppe (Klassenarbeit in der nächsten Stunde)",3,2,4,1,2,3,1,1,3,1,2,1,2,3,2,NA,4,7,5,6,3,4,5,6,5,2,5,6,5,4,3,5,6,6,3,"","","",4,4,3,4,3,3,4,2,4,4,3,3,3,4,3,4,4,2,45
"174",573,"BA13EDB",30,1,NA,NA,NA,"Lernkontext unklar",4,3,4,1,2,3,1,4,4,1,4,1,3,5,3,NA,3,6,5,5,1,1,5,5,2,4,4,6,4,6,3,6,5,4,5,"","","",5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,2,47
